Issue Type,Priority,Issue key,Issue id,Summary,Assignee,Reporter,Status,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Custom field (Found in Build),Created,Resolution
Defect,3 - Medium,APPS-16199,22580825,WLM - Manually Exclude Matches on a GenericTransaction check using multiple exclusion lists with multiple condition on multiple lists fails,GPauwels,GPauwels,Need More Info,,,,,,,,,,APPS 4.9,,,,,,,,,,,WLM Detection,,,,,,,,,,,,,,,7.7.0.11,17/Nov/2021 07:28 AM,
Defect,3 - Medium,APPS-16198,22580535,NROD Front End Export Issue,,izzat.aminuddin,Closed,,,,,,,,,,APPS 4.8,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,7.6.0.20,15/Nov/2021 08:14 AM,Duplicate
Defect,3 - Medium,APPS-16196,22580322,"CLONE - QA2 Environment:'CBP-10200-System Error' Occur when select ""ALL cases"" in main menu",,arunachalan.jeyahari,Closed,,,,,,,,,,COMPL 8.3,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,"apps.version=8.3.0.0, core.version=8.3.0.2",11/Nov/2021 11:43 AM,Project Config Issue
Defect,3 - Medium,APPS-16194,22579728,Disprove action from Reopened status throws an error,IGnusowska,IGnusowska,Resolved,COMPL 8.4.1,,,,,,,,,COMPL 8.2,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,-,09/Nov/2021 08:01 AM,Fixed
Defect,3 - Medium,APPS-16193,22579724,Incorrect permission on EIM__iAlertDetails screen,anna.plominska,anna.plominska,Need More Info,EIM_FRA 8.2,,,,,,,,,COMPL 8.2,,,,,,,,,,,Investigator - Screens,,,,,,,,,,,,,,,8.2,09/Nov/2021 07:39 AM,
Defect,3 - Medium,APPS-16192,22579681,No permissions set to buttons,anna.plominska,anna.plominska,Need More Info,,,,,,,,,,EIM_FRA 8.2,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,8.2,08/Nov/2021 04:05 PM,
Defect,3 - Medium,APPS-16191,22579661,Wrong permission set to menu option,anna.plominska,anna.plominska,Need More Info,,,,,,,,,,COMPL 8.2,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,8.2,08/Nov/2021 02:12 PM,
Defect,3 - Medium,APPS-16188,22579447,Recalculate BO screening Flag,DKnyazev,DKnyazev,Resolved,COMPL 8.4.1,,,,,,,,,COMPL 8.3,,,,,,,,,,,WLM Detection,,,,,,,,,,,,,,,8.3,04/Nov/2021 03:12 PM,Fixed
Defect,3 - Medium,APPS-16187,22579433,Reopening WLM alert should not scratch outcomes previously provided by user.,DKnyazev,DKnyazev,Resolved,COMPL 8.4.1,,,,,,,,,APPS 8.1,COMPL 8.2,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.1.0.38,04/Nov/2021 02:02 PM,Fixed
Defect,3 - Medium,APPS-16186,22579386,[APPSDEV-10081][DOC] Netreveal Investigator UI Guide V8.3 Section 3.2.3,EHanley,EHanley,Resolved,EIM_FRA 8.4,,,,,,,,,EIM_FRA 8.3,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,8.3,04/Nov/2021 10:06 AM,Fixed
Defect,3 - Medium,APPS-16185,22579229,C&C Reports - Error on the Export Summary View,IRuszkiewicz,IRuszkiewicz,Rejected,,,,,,,,,,EIM_FRA 8.2,,,,,,,,,,,Command and Control,,,,,,,,,,,,,,,8.2.0.14,02/Nov/2021 02:34 PM,Duplicate
Defect,2 - High,APPS-16184,22579208,"[APPSDEV-10076]Special characters like "" or ' can break the CDD/RTDE processing.",MMizgajski,MMizgajski,Resolved,COMPL 8.4.1,,,,,,,,,COMPL 8.2,,,,,,,,,,,CDD Scoring,RTDE,,,,,,,,,,,,,,8.2.0.14,02/Nov/2021 11:44 AM,Fixed
Defect,3 - Medium,APPS-16183,22579128,CLONE - Cannot export transaction section from the Customer details screen,,HGough,Rejected,,,,,,,,,,EIM_FRA 8.1.1,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,8.1.0.17,01/Nov/2021 02:07 PM,Duplicate
Defect,4 - Low,APPS-16182,22578909,CLONE - [QA][Workflow]: WLM - Case Age display in decimal point when performing Link to Another Case action,MDonder,NMFauzi,Assigned,,,,,,,,,,EIM_FRA 8.3,,,,,,,,,,,Investigator - Cases,,,,,,,,,,,,,,,8.3.0.2,29/Oct/2021 03:50 AM,
Defect,3 - Medium,APPS-16180,22578886,Clone: Page numbers are not displayed when user tries to print SAR PDF,komal.rajguru,komal.rajguru,Rejected,,,,,,,,,,APPS 8.1,,,,,,,,,,,AML,,,,,,,,,,,,,,,n/a,28/Oct/2021 05:12 PM,Project Config Issue
Defect,2 - High,APPS-16197,22578744,CLONE - Single Lookup screen not displaying error message,SPenta,SPenta,Rejected,,,,,,,,,,APPS 8.1,,,,,,,,,,,WLM Detection,,,,,,,,,,,,,,,na,27/Oct/2021 10:30 PM,Won't Fix
Defect,3 - Medium,APPS-16178,22578639,"CLONE - [QA][Workflow]: WLM - Add Document > Audit Log, Comment populated with null instead of Case ID",NMFauzi,NMFauzi,Rejected,,,,,,,,,,EIM_FRA 8.3,,,,,,,,,,,Investigator - Cases,,,,,,,,,,,,,,,8.3.0.2,27/Oct/2021 05:22 AM,Duplicate
Defect,3 - Medium,APPS-16177,22578638,"CLONE - [QA][Workflow]: WLM - Add Task > Audit Log, Comment display as Add Task '-1' ",,NMFauzi,Closed,,,,,,,,,,EIM_FRA 8.3,,,,,,,,,,,Investigator - Cases,,,,,,,,,,,,,,,8.3.0.2,27/Oct/2021 05:11 AM,Fixed
Defect,3 - Medium,APPS-16176,22578631,CLONE - [QA][Workflow]: WLM v8.3 - System does not navigate to Select Exclusion List dropdown screen when performing Disprove (mass) action,NMFauzi,NMFauzi,Need More Info,,,,,,,,,,EIM_FRA 8.3,,,,,,,,,,,Investigator - Workflow,,,,,,,,,,,,,,,8.3.0.2,27/Oct/2021 02:42 AM,
Defect,2 - High,APPS-16174,22578516,CLONE - Data Model published by Apps is missing tables,SHanley,SHanley,Rejected,,,,,,,,,,COMPL 8.3,,,,,,,,,,,Database ,,,,,,,,,,,,,,,8.3,26/Oct/2021 03:06 AM,Project Config Issue
Defect,2 - High,APPS-16234,22578158,CLONE - [UAT] #622 Audit Log is repeated and is not populating the correct comments after user add attachment in Customer screen.,asshwin.raj,asshwin.raj,Resolved,COMPL 8.4.1,,,,,,,,,EIM_FRA 8.2,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,8.2,21/Oct/2021 11:35 AM,Fixed
Defect,3 - Medium,APPS-16171,22578088,CLONE - [QA][Workflow]: WLM - WLM-70046 - No values for column SUBJECT_SOURCE error occurred when performing Disprove/Outcome action,NMFauzi,NMFauzi,Rejected,,,,,,,,,,EIM_FRA 8.3,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.3.0.2,21/Oct/2021 12:40 AM,Project Config Issue
Defect,3 - Medium,APPS-16170,22577926,When removing exclusions (Reopen action) Internal Id is shown,DKnyazev,DKnyazev,Resolved,COMPL 8.4.1,,,,,,,,,COMPL 8.2,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.2.0.14,19/Oct/2021 12:54 PM,Fixed
Defect,3 - Medium,APPS-16167,22577085,AML Alerts - Workflow - Single/Mass action -New > Closed as Suspicious- Assign audit log is missing ,,SPenta,Closed,,,,,,,,,,APPS 8.1,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,8.1.0.46,12/Oct/2021 08:57 PM,Fixed
Defect,3 - Medium,APPS-16165,22577047,CLONE - Alert search / Watchlist Manager view screen - risk of duplicate alerts,DKnyazev,DKnyazev,Rejected,,,,,,,,,,APPS 8.1,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.1.0.38,12/Oct/2021 02:27 PM,Won't Fix
Defect,3 - Medium,APPS-16163,22576978,Alert search / Watchlist Manager view screen - risk of duplicate alerts,,DKnyazev,Rejected,,,,,,,,,,APPS 8.1,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.1.0.38,12/Oct/2021 08:51 AM,Project Config Issue
Defect,3 - Medium,APPS-16161,22576827,"Gap in WLM workflow when ME is enabled in ""Save match and Exclusion""",DKnyazev,DKnyazev,Rejected,,,,,,,,,,APPS 8.1,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.1.0.38,08/Oct/2021 01:23 PM,Project Config Issue
Defect,3 - Medium,APPS-16160,22576191,CLONE - [QA][Workflow]: WLM - Link Account to Case (mass - current case) icon is not available ,NMFauzi,NMFauzi,Need More Info,,,,,,,,,,EIM_FRA 8.2,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.2.0.10,01/Oct/2021 10:56 AM,
Defect,3 - Medium,APPS-16159,22575983,CLONE - [QA][Workflow]: WLM - Unable to Link Account to Case and Link Customer to Case through Back Office > Account / Customer screen,NMFauzi,NMFauzi,Rejected,,,,,,,,,,EIM_FRA 8.2,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.2.0.10,30/Sep/2021 05:09 AM,Not an issue
Defect,3 - Medium,APPS-16157,22575967,"""Network"" Screen doesn't display customers",davidlacey,davidlacey,Rejected,,,,,,,,,,COMPL 8.1.1,FRAUD 8.1.1,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,8.1.0.43,29/Sep/2021 09:03 PM,Environmental Issue
Defect,3 - Medium,APPS-16156,22575144,CLONE - The Value in the Age field displays a 'Negative' value which is not correct once after linking a customer in the manual Alert creation,MWilkins,varunprabhu.ravichandran,New,,,,,,,,,,EIM_FRA 8.2,,,,,,,,,,,EIM Framework,Fraud - Payment Fraud Investigation,,,,,,,,,,,,,,8.2.0.0.1,27/Sep/2021 09:39 AM,
Defect,3 - Medium,APPS-16155,22574674,[APPSDEV-10216]Customer and Account Networks don't filter invalid alerts,KYadav,TFortin,New,,,,,,,,,,EIM_FRA 8.3,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,8.3.0,21/Sep/2021 04:05 PM,
Defect,3 - Medium,APPS-16154,22574421,[APPSDEV-9894]Manual Risk Adjustment reasoning is inconsistent,KYadav,DKnyazev,New,,,,,,,,,,COMPL 8.2,,,,,,,,,,,CDD Scoring,workflows,,,,,,,,,,,,,,8.2.0.12,20/Sep/2021 09:22 AM,
Defect,3 - Medium,APPS-16153,22574356,Mass action Link to Existing Case does not work from All Alerts screen,DKnyazev,DKnyazev,Rejected,,,,,,,,,,COMPL 8.2,,,,,,,,,,,WLM Investigation,workflows,,,,,,,,,,,,,,8.2.0.12,17/Sep/2021 06:41 PM,Duplicate
Defect,3 - Medium,APPS-16152,22574215,[ABSERVICES346]- New Alerts list Audit log not visible - Same for Customer profile creation,EFitzgerald,annefrancoise.sauvage,Assigned,,,,,,,,,,COMPL 8.3,,,,,,,,,,,WLM Detection,WLM Investigation,,,,,,,,,,,,,,SD,17/Sep/2021 03:18 AM,
Defect,3 - Medium,APPS-16150,22574115,CLONE - Cannot export to excel from Group Work -> Search Watchlist Manager list section,HGough,HGough,Need More Info,,,,,,,,,,EIM_FRA 8.1.1,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.1.0.0.17,16/Sep/2021 11:52 AM,
Defect,3 - Medium,APPS-16149,22574028,[LLOYDS-186] - Customer search not working after sort,NConnolly,NConnolly,Rejected,,,,,,,,,,COMPL 8.2,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,8.2,15/Sep/2021 04:44 PM,Project Config Issue
Defect,3 - Medium,APPS-16145,22573660,wlmsupervisor user does not see transaction details screen,anna.plominska,anna.plominska,Rejected,,,,,,,,,,APPS 8.1,,,,,,,,,,,Investigator - Transactions,,,,,,,,,,,,,,,8.1,13/Sep/2021 10:47 AM,Project Config Issue
Defect,3 - Medium,APPS-16143,22573386,Missing count of items on sys_wlm_screen_CommonList list,JKaczmarczyk,JKaczmarczyk,Rejected,,,,,,,,,,COMPL 8.3,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.3.0.0,08/Sep/2021 01:21 PM,Not an issue
Defect,3 - Medium,APPS-16142,22573236,{SANA-86} - Unable to submit a CTR with two involved person with no TIN.,NSingh1,NSingh1,Resolved,COMPL 8.4,,,,,,,,,APPS 4.4,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,7.2.1.53,06/Sep/2021 07:29 PM,Fixed
Defect,3 - Medium,APPS-16141,22573230,[APPSDEV-9729]Leading zero for RiskScore leads to inconsistency,JKaczmarczyk,JKaczmarczyk,Resolved,COMPL 8.4,,,,,,,,,COMPL 8.3,,,,,,,,,,,CDD Scoring,,,,,,,,,,,,,,,8.3.0.0,06/Sep/2021 04:10 PM,Fixed
Defect,4 - Low,APPS-16139,22573034,Create Case screens have /eimGroupWork,KYadav,IGnusowska,New,,,,,,,,,,COMPL 8.2,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,-,03/Sep/2021 12:12 PM,
Defect,3 - Medium,APPS-16151,22572987,[APPSDEV-9770]TMENDURE-16091-CB-Counter Party Summary section is not showing Name or ID details,asha.jyothiparuvu,asha.jyothiparuvu,Resolved,COMPL 8.4.1,,,,,,,,,APPS 8.1,,,,,,,,,,,AML Correspondent Banking Investigation,,,,,,,,,,,,,,,8.2.0.5,02/Sep/2021 05:36 PM,Fixed
Defect,3 - Medium,APPS-16138,22572851,CLONE - Customer Entity Issues: Status Changing Incorrectly + Actions not Logged,KYadav,tristan.walsh,Need More Info,,,,,,,,,,APPS 4.8,APPS 8.1,,,,,,,,,,EIM Framework,Investigator - Connected Parties,Investigator - Customers/Subjects,Investigator - Workflow,workflows,,,,,,,,,,,7.6.0.6,02/Sep/2021 12:13 AM,
Defect,3 - Medium,APPS-16135,22572813,[APPSDEV-9668]Top level CDD domain is called wrongly,KYadav,DKnyazev,New,,,,,,,,,,COMPL 8.2,,,,,,,,,,,CDD Scoring,EIM Framework,,,,,,,,,,,,,,8.2.0.12,01/Sep/2021 11:51 AM,
Defect,3 - Medium,APPS-16133,22572808,Granulation of CDD permissions,MZielinska,MZielinska,Rejected,,,,,,,,,,APPS 8.1,,,,,,,,,,,CDD Investigation,,,,,,,,,,,,,,,8.1,01/Sep/2021 10:59 AM,Not an issue
Defect,2 - High,APPS-16132,22572770,CLONE - BOTW -Payment persistence is not working consistently,sujatha.prabhu,sujatha.prabhu,Rejected,,,,,,,,,,APPS 8.1,,,,,,,,,,,Fraud - Payment Fraud Investigation,,,,,,,,,,,,,,,8.1,01/Sep/2021 03:24 AM,User Error
Defect,3 - Medium,APPS-16131,22572425,CLONE - CUSTOMER_CUSTOMER_LINK creates rows every time a CP is sent in,keith.bradford,keith.bradford,Need More Info,,,,,,,,,,FRAUD 8.3,,,,,,,,,,,CDD Scoring,RTDE,,,,,,,,,,,,,,8.3,26/Aug/2021 06:49 PM,
Defect,3 - Medium,APPS-16130,22572291,SM Shared List Management - performance issue,MCashman,ewa.jedrzak,New,,,,,,,,,,COMPL 8.2,,,,,,,,,,,DUX,,,,,,,,,,,,,,,N/A,25/Aug/2021 02:48 PM,
Defect,2 - High,APPS-16129,22572062,the status code field on WLM_AlertsSearchResults is incorrectly populated,TRomano,TRomano,Rejected,,,,,,,,,,APPS 8.1,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.1,23/Aug/2021 04:30 PM,Won't Fix
Defect,3 - Medium,APPS-16128,22572018,[APPSDEV-9559]CDD Risk column is not yellow-highlighted for Medium level,KYadav,IRuszkiewicz,New,,,,,,,,,,COMPL 8.2,,,,,,,,,,,CDD Investigation,,,,,,,,,,,,,,,8.2.0.0,23/Aug/2021 11:37 AM,
Defect,3 - Medium,APPS-16126,22571227,CDD V_CUSTOMER_INSCOPE High Cost,,zool.johan,Closed,,,,,,,,,,COMPL 8.2,,,,,,,,,,,CDD Scoring,,,,,,,,,,,,,,,8.2.0.1,16/Aug/2021 01:09 AM,Fixed
Defect,4 - Low,APPS-16123,22570911,Incorrect button type for linking Associated Party to a Case and Alert,KYadav,asshwin.raj,Assigned,,,,,,,,,,EIM_FRA 8.2,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,, 8.2.0.1,11/Aug/2021 04:42 PM,
Defect,2 - High,APPS-16175,22570889,Adhoc Screen Issue- World Check information screen shows incorrect WC ID Details,ramin.shirvani,shashidhar.dammur,Need More Info,,,,,,,,,,COMPL 8.1.1,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,2021-09-30 04:52:23,11/Aug/2021 02:26 PM,
Defect,2 - High,APPS-16122,22570835,Issue in AML39 Account closed shortly after being opened ,TMurphy,RNathan,New,,,,,,,,,,COMPL 8.3,,,,,,,,,,,AML Detection,,,,,,,,,,,,,,,8.3.0.0,11/Aug/2021 04:43 AM,
Defect,3 - Medium,APPS-16120,22570162,"CLONE - Empty columns and invalid column name in ""My Alerts/ Search Alerts"" exported file",milena.juskowiak,milena.juskowiak,Rejected,,,,,,,,,,APPS 5.0.1,,,,,,,,,,,Investigator - Screens,,,,,,,,,,,,,,,8.0,05/Aug/2021 12:01 PM,Project Config Issue
Defect,3 - Medium,APPS-16119,22570054,"CLONE - CUSTOMER_CUSTOMER_LINK associations which are of category ""Connected_Party"" show as ""Customers"" in Subject screen",,CMurphy,Rejected,,,,,,,,,,COMPL 8.3,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,8.3.0.0,04/Aug/2021 02:51 PM,Not an issue
Defect,3 - Medium,APPS-16116,22569722,8.2 > Transaction summary screen - System is displaying incorrect values for debit/ credit field,charlotte.wightman,charlotte.wightman,Rejected,,,,,,,,,,EIM_FRA 8.2,,,,,,,,,,,EIM Framework,,,,,,,,,,,,,,,8.2,30/Jul/2021 09:38 AM,Not an issue
Defect,2 - High,APPS-16113,22569456,BHFS - RTDE fails on bad request,etaylor,etaylor,Rejected,,,,,,,,,,COMPL 8.2,,,,,,,,,,,CDD Scoring,RTDE,,,,,,,,,,,,,,8.2.0.1,27/Jul/2021 04:56 PM,Duplicate
Defect,2 - High,APPS-16115,22569444,BHFS - RTDE fails on bad request,,etaylor,Closed,,,,,,,,,,COMPL 8.2,,,,,,,,,,,CDD Scoring,,,,,,,,,,,,,,,8.2.0.1,27/Jul/2021 04:04 PM,Fixed
Defect,3 - Medium,APPS-16112,22569391,[GEL-347] Unable to close off CDD due to error prompt,,minghui.tung,Closed,,,,,,,,,,APPS 4.9,,,,,,,,,,,CDD Investigation,,,,,,,,,,,,,,,8.0.1.19,27/Jul/2021 06:10 AM,Not an issue
Defect,3 - Medium,APPS-16111,22569282,Exception while trying to view Audit Report for Worldcheck/generic lists,AManayangath,anna.plominska,New,COMPL 8.4,,,,,,,,,APPS 8.1,,,,,,,,,,,Java Plug-ins,WLM Investigation,,,,,,,,,,,,,,http://10.222.83.248:8080/netreveal/screen/view.do,23/Jul/2021 04:02 PM,
Defect,2 - High,APPS-16110,22568765,[APPSDEV-9376]Adhoc lookup from EIM is attempting to update a Customer and calling Kafka,SHanley,SHanley,Resolved,COMPL 8.4,,,,,,,,,COMPL 8.3,EIM_FRA 8.3,,,,,,,,,,CDD Scoring,WLM Detection,,,,,,,,,,,,,,8.3.0.0,20/Jul/2021 09:01 AM,Fixed
Defect,3 - Medium,APPS-16109,22568619,[KBCR-87] - Lock Manager,,JSchweiss,Closed,,,,,,,,,,APPS 4.6,,,,,,,,,,,AML,,,,,,,,,,,,,,,7.4.0.12,19/Jul/2021 03:40 PM,Environmental Issue
Defect,3 - Medium,APPS-16108,22568608,Fields with empty values are not converted to null,,CHall,Resolved,COMPL 8.2,COMPL 8.4,,,,,,,,COMPL 8.2,,,,,,,,,,,CDD Scoring,,,,,,,,,,,,,,,8.2.0.10,19/Jul/2021 02:10 PM,Fixed
Defect,3 - Medium,APPS-16107,22568547,Unable to add an Audit Log Entry while Customer Entity is locked,,NHarris,Closed,,,,,,,,,,APPS 4.6.0.1,,,,,,,,,,,EIM Framework,Investigator - Locking,workflows,,,,,,,,,,,,,8.0.1.22,19/Jul/2021 04:46 AM,Not an issue
Defect,3 - Medium,APPS-16106,22568519,WLM TF [ASOP_remname_benaddr_50_na_59_na] alert are generating though the data source (50_na) < threshold,ALorenc,ALorenc,Resolved,COMPL 8.4.1,,,,,,,,,COMPL 8.3,,,,,,,,,,,WLM Detection,WLM Investigation,,,,,,,,,,,,,,8.3.0.0,16/Jul/2021 03:13 PM,Fixed
Defect,3 - Medium,APPS-16105,22568470,Open AML Alerts section does not display with the related alerts when accessing through Subject > Customer > Open AML Alerts,kawsara.chowdhury,kawsara.chowdhury,Need More Info,,,,,,,,,,COMPL 8.3,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,8.3.0.0,16/Jul/2021 10:58 AM,
Defect,3 - Medium,APPS-16104,22568465,Case Workflow: Search Alerts screen > Search for Alerts section is not displayed Sanctions & PEP alerts,kawsara.chowdhury,kawsara.chowdhury,Need More Info,,,,,,,,,,COMPL 8.3,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.3.0.0,16/Jul/2021 10:40 AM,
Defect,3 - Medium,APPS-16103,22568448,[APPSDEV-9352] Open AML Alerts - Close As Non-suspicious popup > Comment field is not mandatory field,kawsara.chowdhury,kawsara.chowdhury,Resolved,COMPL 8.4,,,,,,,,,COMPL 8.3,,,,,,,,,,,AML Investigation,,,,,,,,,,,,,,,8.3.0.0,16/Jul/2021 10:18 AM,Fixed
Defect,3 - Medium,APPS-16101,22568429,WLM Individual Score - percentage displayed is not correct,ALorenc,ALorenc,Need More Info,,,,,,,,,,COMPL 8.3,,,,,,,,,,,WLM Detection,WLM Investigation,,,,,,,,,,,,,,8.3.0.0,16/Jul/2021 08:34 AM,
Defect,3 - Medium,APPS-16099,22568279,Case Workflow - Audit Log > Add Task comment is displayed as 'Add Task '-1' to Case 'C210701168'',KYadav,ALorenc,New,,,,,,,,,,COMPL 8.3,,,,,,,,,,,Investigator - Cases,,,,,,,,,,,,,,,8.3.0.0,15/Jul/2021 02:56 PM,
Defect,3 - Medium,APPS-16097,22568270,[WLM-S&P]: Case Workflow - Audit Log > Add Document action is displayed as 'Attaching Document To Case null',ALorenc,ALorenc,Need More Info,COMPL 8.4,,,,,,,,,COMPL 8.3,,,,,,,,,,,WLM Investigation,workflows,,,,,,,,,,,,,,8.3.0.0,15/Jul/2021 02:07 PM,
Defect,3 - Medium,APPS-16095,22568235,[Transaction Filtering]: Missing Lock symbol/icon from Group Work > Transaction Worklist > Active Transaction when 2 users working on the same alert,,ALorenc,Rejected,,,,,,,,,,COMPL 8.3,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.3.0.0,15/Jul/2021 10:46 AM,Not an issue
Defect,3 - Medium,APPS-16094,22568210,[Transaction Filtering-Workflows]: Unable to Add Note due to Save button in Add Note workflow are disable,ALorenc,ALorenc,Need More Info,,,,,,,,,,COMPL 8.3,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.3.0.0,15/Jul/2021 09:13 AM,
Defect,3 - Medium,APPS-16093,22568205,[Transaction Filtering-Workflows]: Discrepancy on Reasons of alert in New status,EFitzgerald,ALorenc,Assigned,,,,,,,,,,COMPL 8.3,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.3.0.0.,15/Jul/2021 08:59 AM,
Defect,3 - Medium,APPS-16092,22568079,Unable to perform mass assign action on read only profiles,KGudivada,krzysztof.widomski,Need More Info,,,,,,,,,,APPS 8.1,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.1,13/Jul/2021 09:19 PM,
Defect,3 - Medium,APPS-16091,22567988,[BSERV-69] Pre-processing errors SRV-10014,,minghui.tung,Closed,,,,,,,,,,APPS 4.1,,,,,,,,,,,Fraud - Payment Fraud Investigation,,,,,,,,,,,,,,,7.1.1.9,13/Jul/2021 08:12 AM,Not an issue
Defect,3 - Medium,APPS-16089,22567912,[WLM-S&P]: Alert Workflow - Link to New/Existing/Current Case via respective icon in Alert list screen returning an error,ALorenc,ALorenc,Resolved,COMPL 8.4,,,,,,,,,COMPL 8.3,,,,,,,,,,,Investigator - Workflow,WLM Investigation,,,,,,,,,,,,,,8.3.0.0,12/Jul/2021 02:10 PM,Fixed
Defect,3 - Medium,APPS-16088,22567665,Case Workflow : Audit Log > Link to Current Case and Link to Existing Case on Single and Mass Action resulting to inconsistence entries,atiqah.ali,atiqah.ali,Rejected,,,,,,,,,,EIM_FRA 8.3,,,,,,,,,,,workflows,,,,,,,,,,,,,,,8.3.0.0,09/Jul/2021 07:04 AM,Not an issue
Defect,2 - High,APPS-16087,22567651,"[BMO81AML-323] An error ""CBP-13124 - Database workflow action [DFRM_InsertAccounts] failed."" is displayed when we click on 'Copy selected items to SAR' in Step F: Accounts in disclosures page.",Hemanth.Erabelli,Hemanth.Erabelli,Rejected,,,,,,,,,,COMPL 8.1.1,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,8.1,09/Jul/2021 02:47 AM,Duplicate
Defect,3 - Medium,APPS-16086,22567442,Two EIM Alert Investigator Roles,DKnyazev,DKnyazev,Resolved,COMPL 9.0,,,,,,,,,COMPL 8.2,,,,,,,,,,,WLM Investigation,,,,,,,,,,,,,,,8.2.0.1,07/Jul/2021 12:55 PM,Fixed
Defect,3 - Medium,APPS-16085,22567208,Change the Column Info type for cdd_customer_score_contrib table,vikki.ariadinata,vikki.ariadinata,Rejected,,,,,,,,,,APPS 4.3,,,,,,,,,,,CDD Scoring,,,,,,,,,,,,,,,4.3.0,06/Jul/2021 07:19 AM,Not an issue
Defect,3 - Medium,APPS-16084,22567193,AML Alert - Transactions in Alert Details  missing from Case Entities when Link  Alert to New Case,,SSamsudin,Closed,,,,,,,,,,APPS 4.8,,,,,,,,,,,AML,Investigator - Alerts,Investigator - Transactions,,,,,,,,,,,,,7.6.0.21,06/Jul/2021 02:04 AM,Fixed
Defect,3 - Medium,APPS-16081,22566934,[AXAU-119] - Customer Screen - transaction search - receiving error on screen if sorting by transaction type,raghav.pillai,raghav.pillai,Rejected,,,,,,,,,,APPS 4.4.1,,,,,,,,,,,Investigator - Customers/Subjects,Investigator - Transactions,,,,,,,,,,,,,,8.1,02/Jul/2021 05:01 PM,Project Config Issue
Defect,1 - Critical,APPS-16080,22566821,unable to view Profile data,SHari,davidmcbride,Rejected,,,,,,,,,,APPS 8.1,,,,,,,,,,,Fraud - Payment Fraud Investigation,,,,,,,,,,,,,,,8.1,01/Jul/2021 08:10 PM,Not an issue
Defect,3 - Medium,APPS-16079,22566802,[MTBF-87] - Unable to File SAR,,KYalamarthi,Closed,,,,,,,,,,APPS 4.1,,,,,,,,,,,FinCEN SAR Solution,,,,,,,,,,,,,,,7.1.1.10 ,01/Jul/2021 03:15 PM,Not an issue
Defect,1 - Critical,APPS-16078,22566544,CLONE - Error upon saving details on Regulatory Tab Section-Case Details Screen ,kondareddymettupalli,kondareddymettupalli,Rejected,,,,,,,,,,EIM_FRA 8.3,,,,,,,,,,,Investigator - Cases,,,,,,,,,,,,,,,8,30/Jun/2021 07:00 PM,Project Config Issue
Defect,3 - Medium,APPS-16076,22566447,Errors creating vanilla NROD 8.2 PostgreSQL database,RVanEssen,RVanEssen,Resolved,COMPL 8.3,,,,,,,,,COMPL 8.2,,,,,,,,,,,Installation,,,,,,,,,,,,,,,8.2.0.0,30/Jun/2021 05:05 AM,Fixed
